_id,Month,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesAggregate,NumberOfAttendancesEpisode,NumberOfAttendancesEpisodeQF,NumberMeetingTargetAggregate,NumberMeetingTargetEpisode,NumberMeetingTargetEpisodeQF,DischargeDestinationAdmissionToSame,DischargeDestinationAdmissionToSameQF,DischargeDestinationOtherSpecialty,DischargeDestinationOtherSpecialtyQF,DischargeDestinationResidence,DischargeDestinationResidenceQF,DischargeDestinationTransfer,DischargeDestinationTransferQF,DischargeDestinationUnknown,DischargeDestinationUnknownQF,AttendanceGreater8hrs,AttendanceGreater8hrsQF,AttendanceGreater12hrs,AttendanceGreater12hrsQF
1630,200812,S92000003,S08000030,T357C,Minor Injury Unit or Other,318,318,"",318,318,"",5,"",0,"",259,"",0,"",54,"",0,"",0,""
1631,200812,S92000003,S08000028,W106H,Minor Injury Unit or Other,28,,z,28,,z,,z,,z,,z,,z,,z,,z,,z
1632,200812,S92000003,S08000028,W107H,Emergency Department,528,528,"",523,523,"",139,"",0,"",381,"",0,"",8,"",0,"",0,""
1633,200812,S92000003,S08000028,W108H,Minor Injury Unit or Other,83,,z,83,,z,,z,,z,,z,,z,,z,,z,,z
1634,200901,S92000003,S08000015,A101H,Minor Injury Unit or Other,146,,z,146,,z,,z,,z,,z,,z,,z,,z,,z
1635,200901,S92000003,S08000015,A110H,Minor Injury Unit or Other,23,,z,23,,z,,z,,z,,z,,z,,z,,z,,z
1636,200901,S92000003,S08000015,A111H,Emergency Department,5139,5139,"",4905,4905,"",2199,"",4,"",2734,"",63,"",139,"",10,"",0,""
1637,200901,S92000003,S08000015,A207H,Minor Injury Unit or Other,58,,z,58,,z,,z,,z,,z,,z,,z,,z,,z
1638,200901,S92000003,S08000015,A210H,Emergency Department,3339,3339,"",3158,3158,"",1376,"",13,"",1837,"",87,"",26,"",5,"",0,""
1639,200901,S92000003,S08000016,B103H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
1640,200901,S92000003,S08000016,B105H,Minor Injury Unit or Other,60,,z,60,,z,,z,,z,,z,,z,,z,,z,,z
1641,200901,S92000003,S08000016,B114H,Minor Injury Unit or Other,44,,z,44,,z,,z,,z,,z,,z,,z,,z,,z
1642,200901,S92000003,S08000016,B118H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
1643,200901,S92000003,S08000016,B120H,Emergency Department,1930,1930,"",1872,1872,"",761,"",2,"",960,"",30,"",177,"",0,"",0,""
1644,200901,S92000003,S08000017,Y101H,Minor Injury Unit or Other,44,,z,44,,z,,z,,z,,z,,z,,z,,z,,z
1645,200901,S92000003,S08000017,Y106H,Minor Injury Unit or Other,79,,z,79,,z,,z,,z,,z,,z,,z,,z,,z
1646,200901,S92000003,S08000017,Y109H,Minor Injury Unit or Other,7,,z,7,,z,,z,,z,,z,,z,,z,,z,,z
1647,200901,S92000003,S08000017,Y110H,Minor Injury Unit or Other,39,,z,39,,z,,z,,z,,z,,z,,z,,z,,z
1648,200901,S92000003,S08000017,Y144H,Emergency Department,970,970,"",960,960,"",86,"",1,"",868,"",15,"",0,"",0,"",0,""
1649,200901,S92000003,S08000017,Y146H,Emergency Department,2829,2829,"",2723,2723,"",1140,"",7,"",1625,"",17,"",40,"",2,"",0,""
1650,200901,S92000003,S08000029,F704H,Emergency Department,3122,3122,"",2930,2930,"",556,"",8,"",2461,"",36,"",61,"",40,"",10,""
1651,200901,S92000003,S08000029,F708H,Minor Injury Unit or Other,124,,z,124,,z,,z,,z,,z,,z,,z,,z,,z
1652,200901,S92000003,S08000029,F709H,Minor Injury Unit or Other,174,,z,174,,z,,z,,z,,z,,z,,z,,z,,z
1653,200901,S92000003,S08000029,F805H,Emergency Department,2982,2982,"",2784,2784,"",651,"",3,"",2273,"",36,"",19,"",36,"",6,""
1654,200901,S92000003,S08000019,V102H,Minor Injury Unit or Other,1444,1444,"",1443,1443,"",0,"",0,"",1053,"",157,"",234,"",0,"",0,""
1655,200901,S92000003,S08000019,V201H,Emergency Department,3971,3971,"",3820,3820,"",1171,"",10,"",2245,"",42,"",503,"",5,"",1,""
1656,200901,S92000003,S08000020,N101H,Emergency Department,5059,5059,"",4759,4759,"",1357,"",16,"",3575,"",85,"",26,"",71,"",16,""
1657,200901,S92000003,S08000020,N121H,Emergency Department,1245,1245,"",1242,1242,"",412,"",1,"",830,"",2,"",0,"",1,"",0,""
1658,200901,S92000003,S08000020,N151H,Minor Injury Unit or Other,68,,z,68,,z,,z,,z,,z,,z,,z,,z,,z
1659,200901,S92000003,S08000020,N331H,Minor Injury Unit or Other,32,,z,32,,z,,z,,z,,z,,z,,z,,z,,z
1660,200901,S92000003,S08000020,N332H,Minor Injury Unit or Other,62,,z,62,,z,,z,,z,,z,,z,,z,,z,,z
1661,200901,S92000003,S08000020,N333H,Minor Injury Unit or Other,1135,,z,1133,,z,,z,,z,,z,,z,,z,,z,,z
1662,200901,S92000003,S08000020,N334H,Minor Injury Unit or Other,835,,z,830,,z,,z,,z,,z,,z,,z,,z,,z
1663,200901,S92000003,S08000020,N335H,Minor Injury Unit or Other,219,,z,218,,z,,z,,z,,z,,z,,z,,z,,z
1664,200901,S92000003,S08000020,N336H,Minor Injury Unit or Other,172,,z,172,,z,,z,,z,,z,,z,,z,,z,,z
1665,200901,S92000003,S08000020,N337H,Minor Injury Unit or Other,266,,z,266,,z,,z,,z,,z,,z,,z,,z,,z
1666,200901,S92000003,S08000020,N411H,Emergency Department,1828,1828,"",1655,1655,"",606,"",3,"",1181,"",14,"",24,"",21,"",8,""
1667,200901,S92000003,S08000020,N431H,Minor Injury Unit or Other,82,,z,82,,z,,z,,z,,z,,z,,z,,z,,z
1668,200901,S92000003,S08000020,N432H,Minor Injury Unit or Other,37,,z,37,,z,,z,,z,,z,,z,,z,,z,,z
1669,200901,S92000003,S08000020,N433H,Minor Injury Unit or Other,112,,z,112,,z,,z,,z,,z,,z,,z,,z,,z
1670,200901,S92000003,S08000020,N434H,Minor Injury Unit or Other,60,,z,60,,z,,z,,z,,z,,z,,z,,z,,z
1671,200901,S92000003,S08000020,N451H,Minor Injury Unit or Other,32,,z,32,,z,,z,,z,,z,,z,,z,,z,,z
1672,200901,S92000003,S08000020,N494H,Minor Injury Unit or Other,86,86,"",86,86,"",0,"",1,"",68,"",17,"",0,"",0,"",0,""
1673,200901,S92000003,S08000031,C206H,Minor Injury Unit or Other,1185,1185,"",1152,1152,"",0,"",0,"",0,"",8,"",1177,"",0,"",0,""
1674,200901,S92000003,S08000031,C313H,Emergency Department,2549,2549,"",2488,2488,"",0,"",0,"",0,"",18,"",2531,"",0,"",0,""
1675,200901,S92000003,S08000031,C418H,Emergency Department,5386,5386,"",5089,5089,"",1572,"",0,"",0,"",74,"",3740,"",12,"",0,""
1676,200901,S92000003,S08000031,G107H,Emergency Department,5939,5939,"",5774,5774,"",1932,"",14,"",3640,"",111,"",242,"",3,"",0,""
1677,200901,S92000003,S08000031,G207H,Emergency Department,3376,3376,"",3351,3351,"",1039,"",1,"",2118,"",41,"",177,"",0,"",0,""
1678,200901,S92000003,S08000031,G306H,Emergency Department,5446,5446,"",5257,5257,"",1592,"",11,"",3636,"",146,"",61,"",20,"",4,""
1679,200901,S92000003,S08000031,G405H,Emergency Department,3959,3959,"",3777,3777,"",1327,"",8,"",2487,"",51,"",86,"",5,"",1,""
1680,200901,S92000003,S08000031,G513H,Emergency Department,3244,3244,"",3210,3210,"",504,"",0,"",2735,"",1,"",4,"",0,"",0,""
1681,200901,S92000003,S08000031,G516H,Emergency Department,4919,4919,"",4652,4652,"",1756,"",15,"",2686,"",178,"",284,"",24,"",0,""
1682,200901,S92000003,S08000022,C103B,Minor Injury Unit or Other,452,,z,437,,z,,z,,z,,z,,z,,z,,z,,z
1683,200901,S92000003,S08000022,C106H,Minor Injury Unit or Other,453,,z,453,,z,,z,,z,,z,,z,,z,,z,,z
1684,200901,S92000003,S08000022,C108H,Minor Injury Unit or Other,86,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
1685,200901,S92000003,S08000022,C110H,Minor Injury Unit or Other,295,,z,291,,z,,z,,z,,z,,z,,z,,z,,z
1686,200901,S92000003,S08000022,C113H,Minor Injury Unit or Other,364,,z,357,,z,,z,,z,,z,,z,,z,,z,,z
1687,200901,S92000003,S08000022,C117J,Minor Injury Unit or Other,37,,z,35,,z,,z,,z,,z,,z,,z,,z,,z
1688,200901,S92000003,S08000022,C121H,Emergency Department,443,,z,439,,z,,z,,z,,z,,z,,z,,z,,z
1689,200901,S92000003,S08000022,H101H,Minor Injury Unit or Other,181,,z,180,,z,,z,,z,,z,,z,,z,,z,,z
1690,200901,S92000003,S08000022,H103H,Emergency Department,492,,z,484,,z,,z,,z,,z,,z,,z,,z,,z
1691,200901,S92000003,S08000022,H106H,Minor Injury Unit or Other,62,,z,62,,z,,z,,z,,z,,z,,z,,z,,z
1692,200901,S92000003,S08000022,H202H,Emergency Department,2344,2344,"",2292,2292,"",559,"",36,"",1749,"",0,"",0,"",1,"",0,""
1693,200901,S92000003,S08000022,H208H,Minor Injury Unit or Other,182,,z,182,,z,,z,,z,,z,,z,,z,,z,,z
1694,200901,S92000003,S08000022,H210H,Minor Injury Unit or Other,54,,z,54,,z,,z,,z,,z,,z,,z,,z,,z
1695,200901,S92000003,S08000022,H212H,Emergency Department,690,,z,680,,z,,z,,z,,z,,z,,z,,z,,z
1696,200901,S92000003,S08000022,H214H,Minor Injury Unit or Other,320,,z,314,,z,,z,,z,,z,,z,,z,,z,,z
1697,200901,S92000003,S08000022,H215H,Minor Injury Unit or Other,276,,z,263,,z,,z,,z,,z,,z,,z,,z,,z
1698,200901,S92000003,S08000022,H217H,Minor Injury Unit or Other,143,,z,143,,z,,z,,z,,z,,z,,z,,z,,z
1699,200901,S92000003,S08000022,H219H,Minor Injury Unit or Other,71,,z,71,,z,,z,,z,,z,,z,,z,,z,,z
1700,200901,S92000003,S08000022,H227B,Minor Injury Unit or Other,110,,z,108,,z,,z,,z,,z,,z,,z,,z,,z
1701,200901,S92000003,S08000032,L106H,Emergency Department,5406,5406,"",5235,5235,"",1872,"",8,"",3495,"",16,"",15,"",26,"",6,""
1702,200901,S92000003,S08000032,L206H,Minor Injury Unit or Other,154,,z,154,,z,,z,,z,,z,,z,,z,,z,,z
1703,200901,S92000003,S08000032,L207H,Minor Injury Unit or Other,140,,z,140,,z,,z,,z,,z,,z,,z,,z,,z
1704,200901,S92000003,S08000032,L302H,Emergency Department,4594,4594,"",4399,4399,"",1285,"",7,"",3271,"",6,"",25,"",51,"",14,""
1705,200901,S92000003,S08000032,L308H,Emergency Department,5635,5635,"",5459,5459,"",1522,"",9,"",4061,"",18,"",25,"",40,"",16,""
1706,200901,S92000003,S08000024,S102H,Minor Injury Unit or Other,9,,z,9,,z,,z,,z,,z,,z,,z,,z,,z
1707,200901,S92000003,S08000024,S116H,Minor Injury Unit or Other,2895,2895,"",2774,2774,"",1105,"",2,"",1759,"",29,"",0,"",3,"",0,""
1708,200901,S92000003,S08000024,S308H,Emergency Department,3962,3962,"",3881,3881,"",998,"",4,"",2836,"",124,"",0,"",12,"",8,""
1709,200901,S92000003,S08000024,S314H,Emergency Department,8382,8382,"",7857,7857,"",2565,"",15,"",5482,"",320,"",0,"",72,"",1,""
1710,200901,S92000003,S08000024,S319H,Emergency Department,2702,2702,"",2692,2692,"",457,"",0,"",2245,"",0,"",0,"",0,"",0,""
1711,200901,S92000003,S08000025,R103H,Minor Injury Unit or Other,293,,z,292,,z,,z,,z,,z,,z,,z,,z,,z
1712,200901,S92000003,S08000026,Z102H,Emergency Department,764,764,"",759,759,"",138,"",1,"",593,"",1,"",31,"",1,"",0,""
1713,200901,S92000003,S08000030,T101H,Emergency Department,3783,3783,"",3733,3733,"",897,"",11,"",2773,"",36,"",66,"",1,"",0,""
1714,200901,S92000003,S08000030,T202H,Emergency Department,1859,1859,"",1835,1835,"",382,"",8,"",1224,"",58,"",187,"",0,"",0,""
1715,200901,S92000003,S08000030,T209H,Minor Injury Unit or Other,176,176,"",176,176,"",4,"",0,"",156,"",0,"",16,"",0,"",0,""
1716,200901,S92000003,S08000030,T304H,Minor Injury Unit or Other,757,757,"",757,757,"",20,"",0,"",546,"",0,"",191,"",0,"",0,""
1717,200901,S92000003,S08000030,T305H,Minor Injury Unit or Other,132,132,"",132,132,"",7,"",0,"",102,"",0,"",23,"",0,"",0,""
1718,200901,S92000003,S08000030,T316H,Minor Injury Unit or Other,137,137,"",137,137,"",5,"",0,"",111,"",0,"",21,"",0,"",0,""
1719,200901,S92000003,S08000030,T319H,Minor Injury Unit or Other,393,393,"",393,393,"",6,"",0,"",353,"",0,"",34,"",0,"",0,""
1720,200901,S92000003,S08000030,T320H,Minor Injury Unit or Other,56,56,"",56,56,"",3,"",0,"",49,"",0,"",4,"",0,"",0,""
1721,200901,S92000003,S08000030,T357C,Minor Injury Unit or Other,304,304,"",304,304,"",9,"",0,"",245,"",0,"",50,"",0,"",0,""
1722,200901,S92000003,S08000028,W106H,Minor Injury Unit or Other,17,,z,17,,z,,z,,z,,z,,z,,z,,z,,z
1723,200901,S92000003,S08000028,W107H,Emergency Department,541,541,"",527,527,"",172,"",0,"",367,"",0,"",2,"",0,"",0,""
1724,200901,S92000003,S08000028,W108H,Minor Injury Unit or Other,50,,z,50,,z,,z,,z,,z,,z,,z,,z,,z
1725,200902,S92000003,S08000015,A101H,Minor Injury Unit or Other,146,,z,146,,z,,z,,z,,z,,z,,z,,z,,z
1726,200902,S92000003,S08000015,A110H,Minor Injury Unit or Other,38,,z,38,,z,,z,,z,,z,,z,,z,,z,,z
1727,200902,S92000003,S08000015,A111H,Emergency Department,4768,4768,"",4660,4660,"",1858,"",14,"",2790,"",42,"",64,"",1,"",0,""
1728,200902,S92000003,S08000015,A207H,Minor Injury Unit or Other,82,,z,82,,z,,z,,z,,z,,z,,z,,z,,z
1729,200902,S92000003,S08000015,A210H,Emergency Department,3076,3076,"",2957,2957,"",1187,"",5,"",1775,"",73,"",36,"",0,"",0,""
1730,200902,S92000003,S08000016,B103H,Minor Injury Unit or Other,11,,z,11,,z,,z,,z,,z,,z,,z,,z,,z
1731,200902,S92000003,S08000016,B105H,Minor Injury Unit or Other,78,,z,78,,z,,z,,z,,z,,z,,z,,z,,z
1732,200902,S92000003,S08000016,B114H,Minor Injury Unit or Other,25,,z,25,,z,,z,,z,,z,,z,,z,,z,,z
1733,200902,S92000003,S08000016,B118H,Minor Injury Unit or Other,74,,z,74,,z,,z,,z,,z,,z,,z,,z,,z
1734,200902,S92000003,S08000016,B120H,Emergency Department,1656,1656,"",1631,1631,"",567,"",4,"",867,"",29,"",189,"",0,"",0,""
1735,200902,S92000003,S08000017,Y101H,Minor Injury Unit or Other,41,,z,41,,z,,z,,z,,z,,z,,z,,z,,z
1736,200902,S92000003,S08000017,Y106H,Minor Injury Unit or Other,83,,z,83,,z,,z,,z,,z,,z,,z,,z,,z
1737,200902,S92000003,S08000017,Y109H,Minor Injury Unit or Other,22,,z,22,,z,,z,,z,,z,,z,,z,,z,,z
1738,200902,S92000003,S08000017,Y110H,Minor Injury Unit or Other,42,,z,42,,z,,z,,z,,z,,z,,z,,z,,z
1739,200902,S92000003,S08000017,Y144H,Emergency Department,874,874,"",858,858,"",94,"",1,"",771,"",8,"",0,"",0,"",0,""
1740,200902,S92000003,S08000017,Y146H,Emergency Department,2553,2553,"",2463,2463,"",963,"",1,"",1551,"",12,"",26,"",3,"",1,""
1741,200902,S92000003,S08000029,F704H,Emergency Department,3027,3027,"",2858,2858,"",498,"",3,"",2438,"",41,"",47,"",14,"",2,""
1742,200902,S92000003,S08000029,F708H,Minor Injury Unit or Other,131,,z,131,,z,,z,,z,,z,,z,,z,,z,,z
1743,200902,S92000003,S08000029,F709H,Minor Injury Unit or Other,250,,z,250,,z,,z,,z,,z,,z,,z,,z,,z
1744,200902,S92000003,S08000029,F805H,Emergency Department,3025,3025,"",2865,2865,"",596,"",12,"",2370,"",27,"",20,"",8,"",0,""
1745,200902,S92000003,S08000019,V102H,Minor Injury Unit or Other,1516,1516,"",1514,1514,"",0,"",0,"",1110,"",172,"",234,"",0,"",0,""
1746,200902,S92000003,S08000019,V201H,Emergency Department,3852,3852,"",3625,3625,"",1037,"",12,"",2173,"",36,"",594,"",7,"",0,""
1747,200902,S92000003,S08000020,N101H,Emergency Department,4764,4764,"",4492,4492,"",1197,"",21,"",3425,"",81,"",40,"",65,"",16,""
1748,200902,S92000003,S08000020,N121H,Emergency Department,1239,1239,"",1224,1224,"",393,"",0,"",846,"",0,"",0,"",0,"",0,""
1749,200902,S92000003,S08000020,N151H,Minor Injury Unit or Other,64,,z,64,,z,,z,,z,,z,,z,,z,,z,,z
1750,200902,S92000003,S08000020,N331H,Minor Injury Unit or Other,24,,z,24,,z,,z,,z,,z,,z,,z,,z,,z
1751,200902,S92000003,S08000020,N332H,Minor Injury Unit or Other,53,,z,53,,z,,z,,z,,z,,z,,z,,z,,z
1752,200902,S92000003,S08000020,N333H,Minor Injury Unit or Other,935,,z,933,,z,,z,,z,,z,,z,,z,,z,,z
1753,200902,S92000003,S08000020,N334H,Minor Injury Unit or Other,726,,z,723,,z,,z,,z,,z,,z,,z,,z,,z
1754,200902,S92000003,S08000020,N335H,Minor Injury Unit or Other,247,,z,247,,z,,z,,z,,z,,z,,z,,z,,z
1755,200902,S92000003,S08000020,N336H,Minor Injury Unit or Other,141,,z,141,,z,,z,,z,,z,,z,,z,,z,,z
1756,200902,S92000003,S08000020,N337H,Minor Injury Unit or Other,270,,z,270,,z,,z,,z,,z,,z,,z,,z,,z
1757,200902,S92000003,S08000020,N411H,Emergency Department,1628,1628,"",1450,1450,"",500,"",9,"",1086,"",18,"",15,"",12,"",0,""
1758,200902,S92000003,S08000020,N431H,Minor Injury Unit or Other,61,,z,61,,z,,z,,z,,z,,z,,z,,z,,z
1759,200902,S92000003,S08000020,N432H,Minor Injury Unit or Other,27,,z,27,,z,,z,,z,,z,,z,,z,,z,,z
1760,200902,S92000003,S08000020,N433H,Minor Injury Unit or Other,99,,z,99,,z,,z,,z,,z,,z,,z,,z,,z
1761,200902,S92000003,S08000020,N434H,Minor Injury Unit or Other,67,,z,67,,z,,z,,z,,z,,z,,z,,z,,z
1762,200902,S92000003,S08000020,N451H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
1763,200902,S92000003,S08000020,N494H,Minor Injury Unit or Other,101,101,"",101,101,"",0,"",0,"",82,"",19,"",0,"",0,"",0,""
1764,200902,S92000003,S08000031,C206H,Minor Injury Unit or Other,1137,1137,"",1129,1129,"",0,"",0,"",0,"",5,"",1132,"",0,"",0,""
1765,200902,S92000003,S08000031,C313H,Emergency Department,2405,2405,"",2380,2380,"",0,"",0,"",7,"",23,"",2375,"",0,"",0,""
1766,200902,S92000003,S08000031,C418H,Emergency Department,5386,5386,"",5189,5189,"",1419,"",0,"",21,"",73,"",3873,"",8,"",0,""
1767,200902,S92000003,S08000031,G107H,Emergency Department,5833,5833,"",5714,5714,"",1799,"",13,"",3669,"",110,"",242,"",1,"",0,""
1768,200902,S92000003,S08000031,G207H,Emergency Department,3205,3205,"",3180,3180,"",917,"",0,"",2108,"",34,"",146,"",0,"",0,""
1769,200902,S92000003,S08000031,G306H,Emergency Department,4995,4995,"",4904,4904,"",1394,"",6,"",3428,"",109,"",58,"",2,"",0,""
1770,200902,S92000003,S08000031,G405H,Emergency Department,3691,3691,"",3570,3570,"",1167,"",6,"",2433,"",38,"",47,"",1,"",0,""
1771,200902,S92000003,S08000031,G513H,Emergency Department,3308,3308,"",3262,3262,"",489,"",1,"",2807,"",2,"",9,"",0,"",0,""
1772,200902,S92000003,S08000031,G516H,Emergency Department,4767,4767,"",4501,4501,"",1588,"",12,"",2763,"",131,"",273,"",8,"",0,""
1773,200902,S92000003,S08000022,C103B,Minor Injury Unit or Other,465,,z,456,,z,,z,,z,,z,,z,,z,,z,,z
1774,200902,S92000003,S08000022,C106H,Minor Injury Unit or Other,460,,z,459,,z,,z,,z,,z,,z,,z,,z,,z
1775,200902,S92000003,S08000022,C108H,Minor Injury Unit or Other,57,,z,55,,z,,z,,z,,z,,z,,z,,z,,z
1776,200902,S92000003,S08000022,C110H,Minor Injury Unit or Other,249,,z,248,,z,,z,,z,,z,,z,,z,,z,,z
1777,200902,S92000003,S08000022,C113H,Minor Injury Unit or Other,305,,z,303,,z,,z,,z,,z,,z,,z,,z,,z
1778,200902,S92000003,S08000022,C117J,Minor Injury Unit or Other,21,,z,18,,z,,z,,z,,z,,z,,z,,z,,z
1779,200902,S92000003,S08000022,C121H,Emergency Department,404,,z,403,,z,,z,,z,,z,,z,,z,,z,,z
1780,200902,S92000003,S08000022,H101H,Minor Injury Unit or Other,140,,z,140,,z,,z,,z,,z,,z,,z,,z,,z
1781,200902,S92000003,S08000022,H103H,Emergency Department,432,,z,429,,z,,z,,z,,z,,z,,z,,z,,z
1782,200902,S92000003,S08000022,H106H,Minor Injury Unit or Other,42,,z,42,,z,,z,,z,,z,,z,,z,,z,,z
1783,200902,S92000003,S08000022,H202H,Emergency Department,2148,2148,"",2111,2111,"",495,"",26,"",1625,"",2,"",0,"",1,"",0,""
1784,200902,S92000003,S08000022,H208H,Minor Injury Unit or Other,171,,z,171,,z,,z,,z,,z,,z,,z,,z,,z
1785,200902,S92000003,S08000022,H210H,Minor Injury Unit or Other,76,,z,76,,z,,z,,z,,z,,z,,z,,z,,z
1786,200902,S92000003,S08000022,H212H,Emergency Department,613,,z,597,,z,,z,,z,,z,,z,,z,,z,,z
1787,200902,S92000003,S08000022,H214H,Minor Injury Unit or Other,223,,z,218,,z,,z,,z,,z,,z,,z,,z,,z
1788,200902,S92000003,S08000022,H215H,Minor Injury Unit or Other,223,,z,218,,z,,z,,z,,z,,z,,z,,z,,z
1789,200902,S92000003,S08000022,H217H,Minor Injury Unit or Other,180,,z,180,,z,,z,,z,,z,,z,,z,,z,,z
1790,200902,S92000003,S08000022,H219H,Minor Injury Unit or Other,82,,z,82,,z,,z,,z,,z,,z,,z,,z,,z
1791,200902,S92000003,S08000022,H227B,Minor Injury Unit or Other,177,,z,177,,z,,z,,z,,z,,z,,z,,z,,z
1792,200902,S92000003,S08000032,L106H,Emergency Department,5078,5078,"",4956,4956,"",1619,"",8,"",3415,"",13,"",23,"",6,"",0,""
1793,200902,S92000003,S08000032,L206H,Minor Injury Unit or Other,143,,z,143,,z,,z,,z,,z,,z,,z,,z,,z
1794,200902,S92000003,S08000032,L207H,Minor Injury Unit or Other,135,,z,135,,z,,z,,z,,z,,z,,z,,z,,z
1795,200902,S92000003,S08000032,L302H,Emergency Department,4140,4140,"",4052,4052,"",1108,"",6,"",2979,"",13,"",34,"",2,"",0,""
1796,200902,S92000003,S08000032,L308H,Emergency Department,5081,5081,"",4999,4999,"",1325,"",8,"",3722,"",11,"",15,"",4,"",0,""
1797,200902,S92000003,S08000024,S102H,Minor Injury Unit or Other,6,,z,6,,z,,z,,z,,z,,z,,z,,z,,z
1798,200902,S92000003,S08000024,S108H,Minor Injury Unit or Other,117,,z,117,,z,,z,,z,,z,,z,,z,,z,,z
1799,200902,S92000003,S08000024,S116H,Minor Injury Unit or Other,2650,2650,"",2607,2607,"",952,"",1,"",1681,"",16,"",0,"",0,"",0,""
1800,200902,S92000003,S08000024,S308H,Emergency Department,3731,3731,"",3652,3652,"",944,"",4,"",2681,"",102,"",0,"",8,"",1,""
1801,200902,S92000003,S08000024,S314H,Emergency Department,8215,8215,"",7952,7952,"",2377,"",18,"",5551,"",269,"",0,"",16,"",0,""
1802,200902,S92000003,S08000024,S319H,Emergency Department,2829,2829,"",2806,2806,"",440,"",0,"",2389,"",0,"",0,"",1,"",0,""
1803,200902,S92000003,S08000025,R103H,Minor Injury Unit or Other,243,,z,243,,z,,z,,z,,z,,z,,z,,z,,z
1804,200902,S92000003,S08000026,Z102H,Emergency Department,620,620,"",619,619,"",125,"",0,"",476,"",1,"",18,"",0,"",0,""
1805,200902,S92000003,S08000030,T101H,Emergency Department,3735,3735,"",3669,3669,"",902,"",18,"",2780,"",35,"",0,"",0,"",0,""
1806,200902,S92000003,S08000030,T202H,Emergency Department,1815,1815,"",1799,1799,"",352,"",6,"",1273,"",49,"",135,"",0,"",0,""
1807,200902,S92000003,S08000030,T209H,Minor Injury Unit or Other,119,119,"",119,119,"",6,"",0,"",101,"",0,"",12,"",0,"",0,""
1808,200902,S92000003,S08000030,T304H,Minor Injury Unit or Other,639,639,"",639,639,"",21,"",0,"",427,"",0,"",191,"",0,"",0,""
1809,200902,S92000003,S08000030,T305H,Minor Injury Unit or Other,108,108,"",108,108,"",2,"",0,"",86,"",0,"",20,"",0,"",0,""
1810,200902,S92000003,S08000030,T316H,Minor Injury Unit or Other,110,110,"",110,110,"",9,"",0,"",84,"",0,"",17,"",0,"",0,""
1811,200902,S92000003,S08000030,T319H,Minor Injury Unit or Other,300,300,"",299,299,"",15,"",0,"",257,"",0,"",28,"",0,"",0,""
1812,200902,S92000003,S08000030,T320H,Minor Injury Unit or Other,32,32,"",32,32,"",2,"",0,"",27,"",0,"",3,"",0,"",0,""
1813,200902,S92000003,S08000030,T357C,Minor Injury Unit or Other,223,223,"",223,223,"",4,"",0,"",177,"",0,"",42,"",0,"",0,""
1814,200902,S92000003,S08000028,W106H,Minor Injury Unit or Other,25,,z,25,,z,,z,,z,,z,,z,,z,,z,,z
1815,200902,S92000003,S08000028,W107H,Emergency Department,494,494,"",484,484,"",150,"",0,"",338,"",1,"",5,"",0,"",0,""
1816,200902,S92000003,S08000028,W108H,Minor Injury Unit or Other,65,,z,65,,z,,z,,z,,z,,z,,z,,z,,z
1817,200903,S92000003,S08000015,A101H,Minor Injury Unit or Other,166,,z,166,,z,,z,,z,,z,,z,,z,,z,,z
1818,200903,S92000003,S08000015,A110H,Minor Injury Unit or Other,48,,z,48,,z,,z,,z,,z,,z,,z,,z,,z
1819,200903,S92000003,S08000015,A111H,Emergency Department,5676,5676,"",5553,5553,"",2223,"",7,"",3277,"",65,"",104,"",0,"",0,""
1820,200903,S92000003,S08000015,A207H,Minor Injury Unit or Other,79,,z,79,,z,,z,,z,,z,,z,,z,,z,,z
1821,200903,S92000003,S08000015,A210H,Emergency Department,3574,3574,"",3421,3421,"",1291,"",6,"",2150,"",94,"",33,"",6,"",0,""
1822,200903,S92000003,S08000016,B103H,Minor Injury Unit or Other,16,,z,16,,z,,z,,z,,z,,z,,z,,z,,z
1823,200903,S92000003,S08000016,B105H,Minor Injury Unit or Other,129,,z,129,,z,,z,,z,,z,,z,,z,,z,,z
1824,200903,S92000003,S08000016,B114H,Minor Injury Unit or Other,33,,z,33,,z,,z,,z,,z,,z,,z,,z,,z
1825,200903,S92000003,S08000016,B118H,Minor Injury Unit or Other,106,,z,106,,z,,z,,z,,z,,z,,z,,z,,z
1826,200903,S92000003,S08000016,B120H,Emergency Department,2086,2086,"",2034,2034,"",709,"",4,"",1119,"",34,"",220,"",0,"",0,""
1827,200903,S92000003,S08000017,Y101H,Minor Injury Unit or Other,47,,z,47,,z,,z,,z,,z,,z,,z,,z,,z
1828,200903,S92000003,S08000017,Y106H,Minor Injury Unit or Other,90,,z,90,,z,,z,,z,,z,,z,,z,,z,,z
1829,200903,S92000003,S08000017,Y109H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
1830,200903,S92000003,S08000017,Y110H,Minor Injury Unit or Other,34,,z,34,,z,,z,,z,,z,,z,,z,,z,,z
1831,200903,S92000003,S08000017,Y144H,Emergency Department,1046,1046,"",1031,1031,"",118,"",0,"",915,"",13,"",0,"",0,"",0,""
